Customer_id,Recency,Frequency,Monetary
555,69,18,200.68
562,320,2,32.64
566,135,12,259.88
567,466,23,629.43
585,466,4,18.97
587,532,15,692.23
588,270,1,2.83
604,390,12,123.88
609,389,10,124.64
638,781,2,9.64
644,759,1,18.24
656,640,7,231.27
689,780,5,54.519999999999996
690,265,22,1546.02
694,765,3,59.519999999999996
704,726,3,5.93
705,773,4,3.8
710,163,2,105.97
714,780,1,1.4
721,614,11,25.25
731,429,10,20.9
735,779,2,6.27
753,63,16,185.0
767,278,1182,33111.09
768,690,2,13.9
775,592,40,119.3
779,4,29,628.65
791,778,1,2.8
794,741,5,2742.36
795,573,2,339.27
797,434,2,52.64
800,14,1018,43479.55
802,463,408,27707.89
803,778,1,395.63
806,475,1253,43290.07
811,778,1,0.0
813,507,610,2784.11
814,778,1,3.15
820,189,1112,30742.86
822,418,41,1003.01
833,761,3,5.86
834,778,2,24.16
838,477,27,11061.2
841,460,5,1915.08
847,778,1,162.74
854,97,9,68.39
857,501,2,79.64
860,778,1,60.38
890,561,19,157.70999999999998
893,777,1,2.76
900,764,2,256.57
909,566,23,1611.95
911,466,1,106.43
913,777,1,133.38
916,466,533,17880.1
926,283,114,8953.76
927,474,6,29.729999999999997
934,600,3,18.02
937,720,11,11.48
938,777,1,18.13
943,777,1,14.03
956,435,36,400.05
962,777,7,409.64000000000004
972,578,21,10872.31
986,280,6,39.760000000000005
987,355,15,805.61
991,776,1,7.84
995,776,1,132.56
998,776,1,3.48
1000,776,5,4578.49
1003,776,1,0.0
1007,547,10,446.5
1011,626,7,315.18
1016,279,87,1167.5300000000002
1021,661,24,161.98
1026,770,2,4.1899999999999995
1027,279,1,67.17
1029,776,1,2.79
1039,776,1,462.74
1040,111,56,423.61
1041,743,26,676.77
1042,776,2,26.04
1054,189,45,6965.86
1056,776,1,14.82
1057,736,2,1592.72
1060,241,35,26591.97
1061,291,283,47055.51
1072,565,4,24.67
1075,135,631,33541.78
1076,639,3,38.84
1084,391,56,981.9
1085,775,1,6.37
1089,382,18,134.7
1093,259,64,715.37
1097,592,1,22.72
1099,70,44,6928.72
1101,775,1,2.84
1105,522,46,3660.79
1106,775,1,34.47
1109,613,14,5476.4
1113,762,2,6.3100000000000005
1119,675,3,778.73
1122,775,1,56.72
1123,775,1,8.68
1132,621,1,63.64
1135,775,1,241.36
1143,56,97,1576.43
1165,595,37,360.77
1169,774,2,6.28
1173,774,1,2.79
1174,774,1,2.0
1176,99,26,135.62
1179,643,16,213.60000000000002
1185,771,2,13.98
1186,774,1,14.16
1187,111,13,2064.17
1188,269,72,418.35
1191,774,1,2.48
1199,42,85,764.58
1211,774,1,1.52
1215,774,2,51.22
1239,328,7,425.31
1244,761,2,14.17
1267,18,13,376.90000000000003
1268,418,34,631.6800000000001
1270,773,1,3.14
1271,314,3,32.67
1272,773,1,3.14
1273,395,2,63.0
1274,773,1,3.14
1275,773,1,3.14
1276,773,1,21.34
1279,287,42,364.04
1280,532,17,5541.58
1286,764,8,8.83
1288,515,19,159.36
1290,277,7,49.95
1291,773,2,34.84
1294,277,12,219.63000000000002
1302,320,85,2677.16
1319,537,6,57.89
1323,235,278,46138.63
1326,505,30,1637.5
1334,772,1,11.02
1339,765,2,1.9100000000000001
1342,772,1,14.81
1343,328,1,98.12
1347,87,9,22.54
1352,601,20,63.21
1356,435,1,3.41
1364,328,1,7.78
1367,772,2,9.4
1383,595,11,6396.6
1387,771,2,4.6899999999999995
1396,504,79,6415.26
1398,771,1,2.61
1399,620,7,16.74
1401,277,6,430.6
1402,608,12,54.989999999999995
1404,462,1250,23473.2
1405,771,1,5.86
1406,673,27,62.61
1414,271,4,329.98
1419,491,11,241.01999999999998
1420,677,1,8.27
1423,641,5,3559.93
1437,538,5,56.5
1454,770,1,13.12
1466,640,5,10.57
1468,770,2,15.32
1474,719,45,559.9499999999999
1475,770,1,844.75
1476,235,3,33.519999999999996
1477,166,19,294.1
1478,697,2,3.31
1481,742,45,615.24
1482,175,4,27.529999999999998
1487,642,5,58.06
1489,599,7,330.90000000000003
1494,735,19,78.94
1504,260,21,529.4
1510,767,4,1814.42
1514,273,36,1027.32
1531,640,15,128.54
1535,769,1,13.12
1538,479,17,198.36999999999998
1539,732,7,52.93
1542,326,4,24.290000000000003
1547,769,1,1.05
1554,769,1,169.43
1555,2,112,14528.789999999999
1561,279,7,335.53999999999996
1562,17,102,12790.09
1564,769,1,21.87
1567,629,3,29.4
1570,277,231,10898.5
1575,482,10,94.62
1597,768,2,328.06
1607,157,19,115.96000000000001
1616,485,5,795.4200000000001
1619,512,13,124.18
1622,768,1,0.87
1623,642,21,72.66
1626,662,1,21.07
1631,768,1,351.43
1632,237,10,618.86
1634,574,42,315.5
1638,372,1,53.2
1660,768,3,44.94
1676,767,1,8.34
1677,767,1,737.68
1678,767,1,1.32
1679,696,4,227.78
1683,767,1,2.28
1692,767,1,2.99
1701,767,2,1.94
1709,482,9,1768.24
1714,767,1,3.16
1721,767,1,1.76
1730,244,2,7.3
1743,324,6,175.29999999999998
1751,645,4,6.83
1752,328,2,226.45999999999998
1759,766,1,9.05
1760,648,3,4.2
1761,766,2,1098.54
1762,435,4,375.59
1764,766,1,60.6
1768,430,4,65.78999999999999
1775,743,6,476.69
1776,766,1,0.48
1777,766,1,0.97
1778,766,1,0.97
1785,635,1,7.87
1835,239,7,42.08
1852,765,3,5756.3099999999995
1857,466,125,1667.59
1866,529,6,63.16
1876,764,3,5310.72
1885,656,18,237.56
1888,761,1,142.54
1891,764,3,2.61
1898,14,31,2961.31
1900,590,75,1402.33
1906,764,1,569.84
1910,581,5,89.96
1911,535,48,2201.65
1914,547,8,2908.51
1916,764,2,3.16
1918,764,1,2.5
1924,393,32,757.85
1927,760,1,12.0
1930,643,15,182.98000000000002
1949,760,1,3.05
1952,763,1,172.47
1957,763,1,172.47
1962,541,8,370.3
1963,15,152,14860.68
1964,643,11,93.96000000000001
1966,763,1,1.67
1971,763,2,3.48
1972,763,2,193.69
1973,755,1,2.77
1975,763,1,1.76
1978,640,26,45.42
1981,640,6,33.08
1988,524,11,184.75
2005,763,1,1.74
2007,262,88,12583.38
2008,598,11,22.25
2031,762,1,7.04
2033,369,74,4957.52
2034,665,2,15.86
2042,638,9,56.84
2044,640,46,752.8199999999999
2045,762,1,5.72
2049,659,22,31.16
2050,480,3,40.650000000000006
2057,762,1,140.72
2059,762,2,4.29
2066,641,2,16.43
2068,328,1,10.0
2072,762,1,241.86
2074,762,1,12.31
2077,487,85,12231.5
2085,649,1,9.05
2091,473,9,257.59999999999997
2092,421,1,9.74
2097,762,1,0.87
2098,642,1,69.06
2108,665,8,31.310000000000002
2117,761,1,404.75
2119,283,34,7147.82
2126,761,1,17.6
2131,284,93,6415.17
2134,13,35,679.38
2137,375,7,297.48
2138,744,2,268.11
2142,191,50,1390.8
2144,761,2,17.56
2151,284,27,1335.8700000000001
2152,276,6,134.49
2163,761,2,1020.32
2168,761,1,3.17
2174,761,2,4.4
2176,761,2,66.0
2177,761,1,2.2
2179,692,1,101.61
2193,760,1,7.84
2195,641,7,42.32
2201,287,10,69.66
2207,408,9,132.28
2215,411,14,155.11
2216,760,1,479.0
2222,757,1,147.11
2223,760,1,776.52
2226,19,3,13.59
2231,760,1,776.52
2234,599,1,13.84
2235,744,1,0.85
2237,111,75,549.26
2240,645,2,32.58
2242,545,6,25.07
2243,760,2,11.75
2244,668,5,313.16999999999996
2251,592,2,37.72
2252,720,4,490.67
2265,88,51,264.95
2286,759,1,523.49
2288,275,4,21.28
2294,759,1,663.09
2299,759,1,268.29
2301,276,7,387.03999999999996
2303,594,13,47.08
2304,759,1,1.4
2305,759,1,21.38
2306,759,2,20.939999999999998
2308,490,7,175.21
2319,759,1,593.29
2322,106,36,4963.74
2323,757,2,1220.08
2325,328,5,83.04
2328,673,2,1576.4299999999998
2335,759,1,9.95
2336,759,1,2.62
2337,759,1,0.0
2343,759,1,0.7
2349,759,1,1.05
2353,328,4,8.739999999999998
2363,637,21,59.400000000000006
2367,605,3,4.4399999999999995
2396,756,1,59.03
2397,202,10,87.72
2400,756,4,34.78
2412,757,1,32.64
2418,599,44,274.64
2419,757,1,7.83
2420,757,1,7.83
2423,757,2,77.47
2424,757,2,8.35
2426,567,1,184.9
2427,757,1,5.22
2429,757,1,5.22
2430,757,1,5.22
2431,757,1,5.22
2434,757,1,91.39
2439,757,1,139.27
2448,757,1,8.7
2451,757,1,7.83
2452,757,2,15.66
2455,328,1,5.72
2457,397,14,191.01999999999998
2459,607,14,82.11
2460,280,6,180.35
2461,757,2,5.22
2462,757,1,5.22
2465,284,20,1461.3300000000002
2467,757,1,7.83
2469,757,1,0.86
2472,514,1,134.29
2473,757,1,5.22
2477,757,3,3.48
2478,11,521,33733.88
2483,757,1,3.47
2492,392,9,130.43
2497,756,1,3.41
2502,756,1,144.57
2503,158,7,322.22
2504,622,10,29.17
2506,638,29,96.60000000000001
2507,756,1,3.41
2509,696,6,30.360000000000003
2512,638,31,74.44
2513,734,5,8.56
2514,696,6,1981.1
2516,756,1,5.13
2518,756,1,3.41
2519,635,8,42.89
2522,277,21,218.62
2528,756,1,1.23
2531,591,9,7.59
2533,278,20,120.13
2534,756,2,10.26
2536,748,5,320.0
2543,756,1,3.41
2547,756,1,289.14
2552,608,18,103.57
2555,743,2,5.52
2564,756,1,3.41
2566,694,6,381.68
2567,485,5,156.34
2568,753,3,39.61
2570,642,6,8.02
2573,645,1,8.54
2579,363,1,30.39
2584,756,1,3.08
2589,753,5,24.080000000000002
2599,275,24,1443.96
2600,248,129,1980.45
2612,500,1,6.74
2618,676,9,26.97
2619,277,10,305.48
2622,639,7,465.22
2625,754,1,46.6
2626,641,2,442.38
2629,642,5,17.259999999999998
2633,1,10,52.79
2638,755,1,5.19
2648,526,29,223.34
2649,755,1,5.19
2654,40,12,183.85
2655,755,1,6.9
2656,225,20,677.8199999999999
2661,328,2,37.489999999999995
2668,755,1,3.45
2674,553,7,40.37
2676,755,1,216.04
2679,133,31,404.73
2683,640,2,18.22
2690,755,2,6.9
2692,755,1,169.38
2704,558,4,239.55
2705,645,3,29.22
2728,754,1,508.36
2730,710,1,3.45
2740,490,63,340.99
2744,11,62,1468.53
2745,19,78,39420.67
2746,754,1,3.45
2749,395,4,265.23
2754,754,1,3.45
2764,491,19,460.21
2766,401,34,262.17
2767,754,1,3.45
2769,754,1,5.19
2772,578,5,193.81
2776,752,11,72.72
2777,651,3,11.23
2778,279,18,100.0
2781,607,10,25.35
2782,594,12,34.31
2783,754,1,3.45
2785,754,2,6.0
2790,647,26,332.59
2792,746,3,63.9
2793,754,3,7.6499999999999995
2796,753,3,7.63
2801,588,1,5.94
2808,643,2,6.760000000000001
2812,269,1,54.42
2813,754,2,21.37
2815,754,1,3.45
2816,493,62,284.92
2818,606,54,232.31
2820,749,3,7.68
2821,304,29,100.75
2824,754,1,5.18
2825,638,12,32.23
2826,748,2,27.12
2829,619,3,7.8500000000000005
2841,521,9,207.09
2853,743,4,12.07
2854,753,3,47.36
2856,642,4,21.97
2858,429,67,1473.17
2860,641,16,68.12
2864,495,36,1505.33
2865,753,1,3.44
2869,753,1,3.01
2870,606,3,13.53
2871,646,3,14.08
2872,620,7,70.47
2883,659,3,19.32
2892,753,1,3.44
2895,750,2,6.91
2896,753,1,3.44
2898,529,51,312.11
2905,435,1,7.25
2908,746,4,1995.44
2915,753,1,3.44
2916,753,1,3.44
2918,753,1,3.44
2919,753,1,3.44
2920,564,3,31.14
2923,280,15,94.8
2931,288,6,99.79
2933,442,12,125.80000000000001
2941,753,1,0.86
2946,641,2,7.66
2949,748,4,9.42
2952,753,3,23.19
2961,752,6,31.68
2962,603,3,12.620000000000001
2966,694,2,0.0
2969,442,5,120.03
2974,14,196,68808.53
2975,752,2,6.88
2985,278,12,164.09
2986,752,1,3.44
2990,491,17,2197.64
2992,739,22,743.3299999999999
2998,752,1,0.65
3004,500,1,6.25
3005,752,2,17.18
3007,721,2,3.82
3009,268,10,198.23
3010,752,1,3.44
3012,752,1,1.29
3014,743,2,10.42
3020,752,1,170.52
3024,729,2,19.35
3034,543,22,90.49000000000001
3042,646,1,18.02
3044,48,8,394.34999999999997
3045,752,1,2.54
3061,511,26,233.51
3063,752,1,107.91
3083,297,34,100.56
3098,466,5,397.20000000000005
3100,94,102,1509.06
3102,751,1,219.78
3112,628,7,23.049999999999997
3117,751,1,6.2
3118,751,1,3.1
3121,751,1,3.1
3124,463,1,105.24
3129,751,1,3.1
3130,732,2,6.15
3131,751,1,3.1
3132,400,1,280.71
3140,390,3,249.37
3164,751,1,723.4
3166,346,15,259.40999999999997
3194,647,7,26.33
3199,284,8,43.01
3203,750,3,10.41
3204,609,2,4.949999999999999
3205,477,36,1522.75
3210,504,41,441.37
3214,677,8,307.56
3219,729,2,6.640000000000001
3226,747,3,411.7
3228,727,4,515.72
3253,647,14,51.59
3255,647,4,311.98
3256,11,197,13972.87
3269,750,1,3.04
3273,750,2,17.06
3301,749,1,59.57
3306,641,3,23.35
3308,749,1,215.82
3314,115,22,298.67
3319,748,2,10.17
3320,749,1,3.11
3322,749,1,6.22
3323,379,4,76.6
3324,641,2,8.46
3329,749,1,3.11
3336,749,2,4.74
3341,566,9,32.64
3342,749,1,8.62
3344,565,11,165.02
3351,472,185,725.9
3355,749,1,3.01
3356,749,1,8.19
3359,748,2,14.05
3363,749,1,5.53
3365,642,23,87.0
3377,190,84,8914.25
3380,749,1,3.44
3382,328,1,17.99
3385,749,1,3.01
3386,559,25,955.85
3394,749,1,0.85
3417,140,1,10.67
3419,748,1,3.43
3422,435,1,26.29
3427,748,1,6.88
3431,662,4,10.75
3434,748,1,3.43
3436,533,22,106.25
3438,748,1,3.0
3443,748,1,12.82
3444,748,1,3.1
3446,747,3,19.759999999999998
3449,297,16,277.99
3456,748,1,3.0
3465,748,1,0.85
3468,16,51,2234.81
3474,748,1,145.45
3476,193,9,70.87
3481,748,2,6.86
3483,748,1,3.0
3485,743,3,219.84
3487,748,1,3.43
3488,568,15,76.55
3489,748,6,20.580000000000002
3493,748,17,52.29
3497,584,1,4.92
3500,52,51,568.19
3520,619,5,9.49
3525,747,1,10.96
3529,747,1,101.63
3530,505,28,143.64000000000001
3532,645,29,159.73
3533,592,3,252.92000000000002
3540,747,1,3.08
3546,747,1,214.07
3549,664,5,110.42
3553,724,2,4.1
3557,83,1,7.41
3562,747,3,37.26
3563,747,1,3.08
3564,747,1,10.53
3569,669,2,19.94
3576,747,1,2.57
3577,747,1,3.08
3582,639,3,15.120000000000001
3585,747,1,0.69
3601,746,5,54.050000000000004
3606,601,18,104.47
3613,717,6,64.18
3620,746,1,15.46
3625,746,1,198.94
3634,746,1,1.55
3637,746,1,0.85
3646,746,1,236.23
3649,746,1,9.44
3660,746,1,386.46
3661,746,1,5.65
3666,746,1,1.37
3675,560,12,199.69
3680,746,2,2.58
3709,276,12,755.75
3728,596,8,141.39
3731,620,4,7.359999999999999
3735,486,1,11.83
3739,745,1,79.11
3744,277,17,4655.46
3750,745,4,46.72
3754,564,10,53.67
3760,132,2,15.38
3761,14,38,1649.54
3778,745,2,3.4
3783,745,1,3.09
3785,745,1,3.09
3793,435,3,40.2
3797,742,2,29.45
3798,568,3,17.099999999999998
3815,328,2,20.330000000000002
3840,647,1,3.15
3841,500,2,8.34
3844,744,1,6.87
3875,717,2,4.43
3881,744,1,214.74
3883,742,1,101.76
3917,744,1,10.74
3930,328,1,21.79
3931,744,1,146.02
3948,397,14,336.84
3950,743,1,3.13
3954,743,105,1313.55
3964,743,1,280.54
3968,505,12,5008.7300000000005
3969,689,2,341.71000000000004
3998,634,3,30.369999999999997
4019,733,2,7.82
4028,743,2,7.64
4049,638,23,285.27000000000004
4053,742,1,3.21
4055,641,4,16.28
4058,583,2,81.06
4068,90,12,70.86
4083,742,2,9.92
4090,487,6,42.65
4104,282,6,50.79
4112,108,220,17158.87
4121,742,1,16.67
4130,328,1,1.05
4131,638,1,7.54
4145,598,1,1.15
4150,642,10,161.89
4151,741,1,3.05
4153,82,2,12.18
4155,459,15,431.79999999999995
4161,741,2,1.36
4164,741,1,252.76
4166,641,29,304.35
4167,702,1,4.05
4182,741,1,2.33
4184,95,62,378.95
4188,741,11,1353.33
4191,740,2,30.509999999999998
4193,741,1,412.23
4194,561,1,4.05
4209,278,11,121.35
4254,708,2,4.88
4257,288,64,4029.9199999999996
4260,138,35,512.09
4264,729,3,134.36
4274,740,1,211.69
4287,740,2,1659.7
4297,645,6,15.629999999999999
4316,714,2,17.11
4331,739,1,0.47
4332,739,1,5.56
4334,739,1,0.77
4337,641,14,48.67
4340,434,20,361.98
4354,465,7,452.99
4356,636,1,182.68
4357,518,3,39.56
4362,739,1,14.66
4373,739,1,254.69
4383,465,1,6.67
4388,739,2,1.7
4399,454,11,71.85
4429,738,1,81.2
4431,738,1,0.85
4440,639,8,30.91
4444,738,1,6.75
4491,738,1,1.37
4492,150,4,39.48
4493,738,1,2.74
4497,678,2,1135.2
4557,118,61,1504.75
4561,492,1,13.49
4578,737,1,0.68
4587,509,1,85.11
4592,736,1,3.37
4594,281,4,137.76
4598,736,1,8.43
4614,328,7,8.52
4625,736,1,142.63
4631,736,1,2.7
4644,736,2,2.1100000000000003
4645,736,2,2.5300000000000002
4650,736,2,2.5300000000000002
4652,736,1,1.97
4653,736,5,10.29
4665,736,3,203.70000000000002
4673,722,2,451.58000000000004
4682,459,2,22.03
4705,682,3,22.75
4707,735,1,750.44
4710,209,60,770.78
4764,734,1,13.65
4781,734,1,332.93
4783,734,1,35.34
4784,734,2,184.53
4786,734,2,1.36
4792,734,2,1.4500000000000002
4797,39,358,9275.17
4798,643,4,12.84
4811,734,1,3.07
4812,641,3,12.47
4816,436,1,8.86
4817,575,11,208.24
4823,543,11,245.69
4827,734,1,19.42
4829,734,1,1.61
4842,724,4,362.95000000000005
4849,573,2,6.379999999999999
4873,530,1,31.89
4874,291,1,96.85
4886,354,7,323.95
4891,733,1,3.85
4924,552,19,69.74
4940,63,44,1034.05
4946,251,3,75.84
4981,579,2,46.94
4983,732,1,643.1
4991,732,1,609.26
4999,502,27,135.82
5007,525,1,45.01
5012,729,6,148.3
5013,732,1,276.33
5016,732,1,38.93
5018,732,3,3.81
5020,732,1,1.35
5021,732,1,1.35
5022,732,1,1.78
5026,710,3,13.059999999999999
5027,731,11,6.22
5029,732,1,1.35
5030,732,11,14.850000000000001
5036,732,5,6.75
5038,732,1,1.35
5053,732,1,2.71
5083,483,13,1994.6
5084,731,1,1.02
5094,611,4,156.52
5095,131,351,23544.12
5098,731,2,1.94
5100,273,24,463.67
5104,554,5,50.11
5115,731,1,507.71
5130,307,6,204.5
5166,730,1,6.09
5173,722,2,12.419999999999998
5174,730,1,3.05
5178,730,1,3.05
5185,435,4,106.16
5196,702,4,25.159999999999997
5199,565,5,534.29
5242,225,2,1147.88
5259,729,1,548.34
5260,729,1,582.62
5280,729,1,255.32
5287,729,1,5.57
5289,642,31,424.23
5300,729,1,4.28
5311,729,1,0.77
5331,721,3,3.12
5332,666,2,1208.54
5333,728,2,1.74
5335,591,25,415.4
5360,277,17,505.97
5361,728,1,553.91
5364,328,1,14.72
5382,728,1,3.12
5400,557,6,97.86999999999999
5415,727,1,45.86
5424,727,1,22.87
5426,727,1,589.08
5429,621,10,42.33
5430,727,1,554.42
5431,606,3,1650.6100000000001
5445,209,3,1343.56
5448,727,1,3.12
5470,727,1,59.77
5474,727,2,50.67
5476,522,6,18.47
5477,727,1,6.92
5483,630,20,520.0
5484,640,2,11.91
5488,616,9,41.05
5522,726,1,7.81
5523,726,1,7.81
5527,598,42,1499.45
5529,726,2,11.25
5537,280,5,324.83
5538,382,6,161.26
5556,726,2,8.68
5558,276,5,634.28
5573,439,12,105.48
5605,641,3,19.01
5615,725,1,3.13
5620,505,11,257.71
5621,525,24,237.91
5624,646,4,27.11
5628,628,4,16.9
5630,543,5,1789.7
5648,480,13,232.7
5658,640,7,17.86
5661,594,2,421.12
5664,600,7,598.21
5675,687,8,10.09
5689,279,36,748.02
5721,724,2,2.4299999999999997
5722,724,1,3.13
5724,720,5,10.309999999999999
5729,599,28,224.34
5734,724,1,258.95
5741,223,53,718.3000000000001
5744,697,3,11.059999999999999
5769,110,361,40434.56
5773,625,3,5.9
5775,724,1,4.34
5781,724,1,3.13
5785,643,1,1.7
5810,435,7,200.20000000000002
5839,504,1,134.26
5841,465,1,164.2
5842,644,5,34.67
5851,723,1,2.78
5853,530,14,74.94
5856,723,1,26.06
5864,277,11,306.25
5883,723,1,139.03
5884,645,1,5.42
5905,612,1,116.73
5915,722,1,12.14
5919,703,2,23.77
5921,722,1,2.52
5926,364,38,8283.8
5928,668,1,3.54
5940,722,1,286.37
5980,722,1,9.1
5983,321,10,120.4
5985,383,21,695.05
6004,640,16,38.93
6008,720,2,278.19
6030,721,2,294.14
6036,721,2,2.08
6042,721,5,65.55
6044,721,2,2.6100000000000003
6056,721,1,774.56
6058,721,1,165.35
6060,711,3,8.84
6082,586,1,16.03
6086,21,14,103.05
6090,721,1,12.53
6104,613,5,1806.6399999999999
6106,484,1,20.75
6111,227,36,246.51000000000002
6154,11,35,4399.88
6161,720,2,12.86
6162,720,1,9.81
6166,608,4,42.95
6173,320,4,97.92
6181,720,1,4.26
6188,328,1,5.31
6227,719,1,12.94
6234,671,4,30.05
6252,719,1,2.5
6256,719,1,7.34
6261,719,1,2.5
6272,606,1,157.5
6274,321,1,4.08
6289,652,2,24.759999999999998
6294,15,57,4902.11
6298,176,7,195.35000000000002
6302,719,3,16.23
6327,718,1,13.63
6336,718,3,412.40999999999997
6345,334,1,149.5
6360,549,3,61.26
6370,718,1,21.69
6413,644,4,10.57
6435,638,2,9.73
6451,14,10,254.49
6456,717,1,3.07
6464,643,3,51.24
6477,661,2,13.41
6524,716,1,8.51
6540,716,1,6.6
6549,716,1,3.07
6550,716,1,3.07
6573,616,207,14742.92
6574,527,12,86.34
6588,407,2,247.42
6592,210,9,97.52
6615,328,3,26.4
6622,643,1,7.18
6629,715,1,8.62
6641,715,1,9.75
6645,648,12,166.01
6646,135,43,1290.32
6652,275,1,17.9
6680,647,15,185.41000000000003
6690,525,1,188.14
6702,284,7,1076.6100000000001
6710,545,11,976.6800000000001
6718,712,1,11.17
6723,658,3,13.530000000000001
6728,712,1,2.51
6742,433,5,130.25
6774,644,2,10.68
6790,476,9,35.0
6792,609,1,50.95
6793,711,1,1.73
6799,711,2,12.43
6801,711,1,941.1
6820,711,1,138.14
6821,711,1,2.5
6822,711,1,1.19
6823,698,2,2.92
6826,711,1,2.33
6828,711,2,5.609999999999999
6864,641,9,39.45
6873,346,8,29.45
6882,604,1,22.93
6893,710,1,4.1
6899,656,3,8.790000000000001
6901,186,9,82.4
6903,710,1,34.54
6905,710,1,0.86
6923,362,8,299.03
6925,710,1,2.58
6926,710,1,1.21
6927,710,1,215.84
6928,521,1,12.1
6929,710,1,1.73
6948,646,4,12.15
6954,709,2,15.540000000000001
6958,641,6,39.39
6964,546,8,6190.6
6976,709,1,14.61
7019,328,2,25.47
7023,655,3,5.15
7035,708,1,682.47
7047,431,1,3.46
7057,708,1,3.67
7065,704,2,38.72
7082,705,1,169.38
7094,277,4,263.01
7109,669,7,53.73
7122,424,163,5925.31
7144,707,1,2.78
7149,707,1,2.03
7152,707,2,5.3
7187,14,1,150.84
7194,11,27,2416.35
7197,277,6,249.28000000000003
7198,505,4,27.33
7199,551,4,22.37
7200,706,1,2.59
7201,706,1,2.59
7202,391,18,345.49
7203,581,5,36.92
7204,544,6,42.629999999999995
7206,518,4,42.0
7219,706,1,6.06
7221,104,23,707.69
7227,665,4,180.79
7230,706,1,3.12
7234,465,9,249.32
7236,490,26,257.46
7237,706,1,1.73
7241,706,1,216.79
7248,679,3,12.73
7267,259,8,102.91
7268,705,2,1893.54
7270,705,1,538.53
7271,281,1,8.96
7273,705,1,1.74
7278,699,2,6.23
7279,4,40,241.7
7281,279,1,1.82
7285,635,178,3562.4
7286,705,1,146.78
7308,320,2,31.0
7309,700,1,145.4
7313,705,1,1.73
7314,705,1,1.73
7330,701,2,65.46000000000001
7333,508,44,459.06
7340,573,2,226.86
7345,525,52,631.3
7354,704,1,3.88
7356,704,2,15.46
7361,704,1,145.53
7373,704,2,5.54
7377,628,8,393.77
7379,687,3,10.1
7381,704,1,3.93
7385,633,2,2.65
7386,632,6,389.19
7387,704,1,3.01
7388,445,555,19854.72
7390,704,4,42.980000000000004
7394,645,2,5.41
7400,509,18,128.69
7408,463,1,2.95
7415,135,2,16.94
7425,549,15,76.41
7426,329,8,129.97
7430,703,1,17.22
7439,509,63,7604.04
7445,703,1,533.94
7446,284,11,1325.57
7447,498,1,2.73
7448,530,39,510.28999999999996
7456,594,72,14130.960000000001
7458,663,5,63.64
7467,650,3,42.37
7468,500,1,23.4
