Customer_id,Customer since,Item_id,Increment_id,Sales_commission_code,Qty_ordered,Price,Discount_amount,Net_income,Payment_method,Created_at,Year,Month,Category,Bi_status,Status,Regroupement_status,Regroupement_payment_method,Taux_change,Discount_amount_euros,Net_income_euros,Price_euros
40,2016-07,211209,100147492,R-KHS-104405,1,4950.0,0.0,4950.0,cod,2016-07-01,2016,7,Women's Fashion,Valid,refund,annulé,cod,0.008686,0.0,43.0,43.0
41,2016-07,211211,100147493,865116,1,805.0,0.0,805.0,cod,2016-07-01,2016,7,Home & Living,Valid,order_refunded,annulé,cod,0.008686,0.0,6.99,6.99
35,2016-07,211212,100147494,C-ISB-40310,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
35,2016-07,211213,100147495,C-ISB-102148,1,280.0,0.0,280.0,cod,2016-07-01,2016,7,Soghaat,Valid,order_refunded,annulé,cod,0.008686,0.0,2.43,2.43
42,2016-07,211215,100147497,R-PEW-41424,1,999.0,0.0,999.0,cod,2016-07-01,2016,7,Men's Fashion,Valid,order_refunded,annulé,cod,0.008686,0.0,8.68,8.68
43,2016-07,211217,100147498,C-MUX-33202,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
44,2016-07,211218,100147499,C-KHS-44926,1,350.0,0.0,350.0,cod,2016-07-01,2016,7,Soghaat,Valid,order_refunded,annulé,cod,0.008686,0.0,3.04,3.04
44,2016-07,211219,100147500,C-KHS-44926,1,350.0,0.0,350.0,cod,2016-07-01,2016,7,Soghaat,Valid,order_refunded,annulé,cod,0.008686,0.0,3.04,3.04
13,2016-07,211220,100147501,R-KHW-104406,1,760.0,0.0,1195.0,cod,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,10.38,6.6
13,2016-07,211221,100147501,R-KHW-104406,1,435.0,0.0,1195.0,cod,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,10.38,3.78
43,2016-07,211224,100147504,C-MUX-106279,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Valid,received,finalisé,cod,0.008686,0.0,3.13,3.13
43,2016-07,211226,100147506,C-MUX-106279,1,320.0,0.0,320.0,cod,2016-07-01,2016,7,Beauty & Grooming,Valid,received,finalisé,cod,0.008686,0.0,2.78,2.78
13,2016-07,211227,100147507,R-KHW-104406,1,435.0,0.0,1195.0,cod,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,10.38,3.78
13,2016-07,211228,100147507,R-KHW-104406,1,760.0,0.0,1195.0,cod,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,10.38,6.6
43,2016-07,211229,100147508,C-MUX-106279,1,240.0,0.0,240.0,cod,2016-07-01,2016,7,Beauty & Grooming,Valid,received,finalisé,cod,0.008686,0.0,2.08,2.08
43,2016-07,211230,100147509,C-MUX-106279,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Valid,received,finalisé,cod,0.008686,0.0,3.13,3.13
13,2016-07,211232,100147511,R-KHW-104406,1,760.0,0.0,1195.0,cod,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,10.38,6.6
13,2016-07,211233,100147511,R-KHW-104406,1,435.0,0.0,1195.0,cod,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,10.38,3.78
43,2016-07,211234,100147512,C-MUX-43032,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Valid,received,finalisé,cod,0.008686,0.0,3.13,3.13
43,2016-07,211235,100147513,C-MUX-43032,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Valid,received,finalisé,cod,0.008686,0.0,3.13,3.13
13,2016-07,211236,100147514,R-KHW-104406,1,435.0,0.0,1195.0,cod,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,10.38,3.78
13,2016-07,211237,100147514,R-KHW-104406,1,760.0,0.0,1195.0,cod,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,10.38,6.6
43,2016-07,211238,100147515,C-MUX-106279,1,320.0,0.0,320.0,cod,2016-07-01,2016,7,Beauty & Grooming,Valid,received,finalisé,cod,0.008686,0.0,2.78,2.78
46,2016-07,211239,100147516,R-LHW-105666,1,4200.0,0.0,4200.0,cod,2016-07-01,2016,7,Mobiles & Tablets,Net,complete,finalisé,cod,0.008686,0.0,36.48,36.48
13,2016-07,211240,100147517,R-KHW-104406,1,760.0,0.0,1195.0,cod,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,10.38,6.6
13,2016-07,211241,100147517,R-KHW-104406,1,435.0,0.0,1195.0,cod,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,10.38,3.78
13,2016-07,211245,100147520,R-KHW-104406,1,435.0,0.0,1195.0,cod,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,10.38,3.78
13,2016-07,211246,100147520,R-KHW-104406,1,760.0,0.0,1195.0,cod,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,10.38,6.6
13,2016-07,211247,100147521,R-KHW-104406,1,760.0,0.0,1195.0,cod,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,10.38,6.6
13,2016-07,211248,100147521,R-KHW-104406,1,435.0,0.0,1195.0,cod,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,10.38,3.78
43,2016-07,211249,100147522,C-MUX-48271,1,320.0,0.0,320.0,cod,2016-07-01,2016,7,Beauty & Grooming,Valid,received,finalisé,cod,0.008686,0.0,2.78,2.78
43,2016-07,211250,100147523,C-MUX-48271,1,320.0,0.0,320.0,cod,2016-07-01,2016,7,Beauty & Grooming,Valid,received,finalisé,cod,0.008686,0.0,2.78,2.78
43,2016-07,211254,100147526,C-MUX-48271,1,320.0,0.0,320.0,cod,2016-07-01,2016,7,Beauty & Grooming,Valid,received,finalisé,cod,0.008686,0.0,2.78,2.78
43,2016-07,211255,100147527,C-MUX-48271,4,360.0,0.0,1440.0,cod,2016-07-01,2016,7,Beauty & Grooming,Valid,received,finalisé,cod,0.008686,0.0,12.51,3.13
43,2016-07,211256,100147528,C-MUX-48271,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
43,2016-07,211257,100147529,C-MUX-48271,1,320.0,0.0,320.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,2.78,2.78
43,2016-07,211258,100147530,C-MUX-48271,1,240.0,0.0,240.0,cod,2016-07-01,2016,7,Beauty & Grooming,Valid,order_refunded,annulé,cod,0.008686,0.0,2.08,2.08
13,2016-07,211264,100147533,R-KHW-104406,1,4750.0,0.0,12150.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,105.53,41.26
13,2016-07,211265,100147533,R-KHW-104406,1,7400.0,0.0,12150.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,105.53,64.28
43,2016-07,211266,100147534,C-MUX-48271,1,320.0,0.0,320.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,2.78,2.78
43,2016-07,211267,100147535,C-MUX-48271,1,240.0,0.0,240.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,2.08,2.08
44,2016-07,211268,100147536,C-KHS-31122,1,520.0,0.0,520.0,cashatdoorstep,2016-07-01,2016,7,Soghaat,Valid,order_refunded,annulé,cod,0.008686,0.0,4.52,4.52
44,2016-07,211269,100147537,C-KHS-31122,1,520.0,0.0,520.0,cashatdoorstep,2016-07-01,2016,7,Soghaat,Valid,order_refunded,annulé,cod,0.008686,0.0,4.52,4.52
43,2016-07,211270,100147538,C-MUX-48271,1,320.0,0.0,320.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,2.78,2.78
43,2016-07,211271,100147539,C-MUX-48271,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
43,2016-07,211272,100147540,C-MUX-48271,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
43,2016-07,211273,100147541,C-MUX-48271,1,320.0,0.0,320.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,2.78,2.78
43,2016-07,211274,100147542,C-MUX-48271,1,240.0,0.0,240.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,2.08,2.08
43,2016-07,211275,100147543,C-MUX-48271,1,320.0,0.0,320.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,2.78,2.78
43,2016-07,211278,100147545,C-MUX-48271,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
53,2016-07,211279,100147546,R-KHS-103986,1,260.0,0.0,600.0,cashatdoorstep,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,5.21,2.26
53,2016-07,211280,100147546,R-KHS-103986,1,260.0,0.0,600.0,cashatdoorstep,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,5.21,2.26
53,2016-07,211281,100147546,R-KHS-103986,1,80.0,0.0,600.0,cashatdoorstep,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,5.21,0.69
43,2016-07,211282,100147547,C-MUX-48271,1,320.0,0.0,320.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,2.78,2.78
53,2016-07,211284,100147549,R-KHS-103986,1,260.0,0.0,600.0,cashatdoorstep,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,5.21,2.26
53,2016-07,211285,100147549,R-KHS-103986,1,260.0,0.0,600.0,cashatdoorstep,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,5.21,2.26
53,2016-07,211286,100147549,R-KHS-103986,1,80.0,0.0,600.0,cashatdoorstep,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,5.21,0.69
43,2016-07,211287,100147550,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
43,2016-07,211288,100147551,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
43,2016-07,211292,100147553,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
43,2016-07,211295,100147555,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
43,2016-07,211297,100147557,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
43,2016-07,211298,100147558,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
56,2016-07,211299,100147559,C SKZ 41328,1,3950.0,0.0,3950.0,cod,2016-07-01,2016,7,Mobiles & Tablets,Valid,order_refunded,annulé,cod,0.008686,0.0,34.31,34.31
43,2016-07,211300,100147560,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
53,2016-07,211301,100147561,R-KHS-103986,1,260.0,0.0,600.0,cashatdoorstep,2016-07-01,2016,7,Soghaat,Valid,order_refunded,annulé,cod,0.008686,0.0,5.21,2.26
53,2016-07,211302,100147561,R-KHS-103986,1,260.0,0.0,600.0,cashatdoorstep,2016-07-01,2016,7,Soghaat,Valid,order_refunded,annulé,cod,0.008686,0.0,5.21,2.26
53,2016-07,211303,100147561,R-KHS-103986,1,80.0,0.0,600.0,cashatdoorstep,2016-07-01,2016,7,Soghaat,Valid,order_refunded,annulé,cod,0.008686,0.0,5.21,0.69
43,2016-07,211304,100147562,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
43,2016-07,211305,100147563,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
43,2016-07,211306,100147564,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
43,2016-07,211307,100147565,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
33,2016-07,211308,100147566,C-RWP-41876,1,760.0,0.0,760.0,cod,2016-07-01,2016,7,Soghaat,Valid,order_refunded,annulé,cod,0.008686,0.0,6.6,6.6
43,2016-07,211309,100147567,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
53,2016-07,211310,100147568,R-KHS-103986,1,260.0,0.0,600.0,cashatdoorstep,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,5.21,2.26
53,2016-07,211311,100147568,R-KHS-103986,1,260.0,0.0,600.0,cashatdoorstep,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,5.21,2.26
53,2016-07,211312,100147568,R-KHS-103986,1,80.0,0.0,600.0,cashatdoorstep,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,5.21,0.69
33,2016-07,211317,100147570,C-RWP-47599,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
53,2016-07,211318,100147571,R-KHS-103986,1,260.0,0.0,600.0,cashatdoorstep,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,5.21,2.26
53,2016-07,211319,100147571,R-KHS-103986,1,260.0,0.0,600.0,cashatdoorstep,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,5.21,2.26
53,2016-07,211320,100147571,R-KHS-103986,1,80.0,0.0,600.0,cashatdoorstep,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,5.21,0.69
58,2016-07,211322,100147573,C-FSD-41249,1,350.0,0.0,350.0,cod,2016-07-01,2016,7,Soghaat,Valid,order_refunded,annulé,cod,0.008686,0.0,3.04,3.04
53,2016-07,211324,100147575,R-KHS-103986,1,260.0,0.0,600.0,cashatdoorstep,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,5.21,2.26
53,2016-07,211325,100147575,R-KHS-103986,1,260.0,0.0,600.0,cashatdoorstep,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,5.21,2.26
53,2016-07,211326,100147575,R-KHS-103986,1,80.0,0.0,600.0,cashatdoorstep,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,5.21,0.69
33,2016-07,211323,100147574,C-RWP-102528,1,760.0,0.0,760.0,cod,2016-07-01,2016,7,Soghaat,Valid,order_refunded,annulé,cod,0.008686,0.0,6.6,6.6
43,2016-07,211328,100147577,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
33,2016-07,211327,100147576,C-RWP-102528,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Valid,order_refunded,annulé,cod,0.008686,0.0,3.13,3.13
59,2016-07,211329,100147578,C LHE 41938,1,280.0,0.0,280.0,cod,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,2.43,2.43
33,2016-07,211330,100147579,C-RWP-30884,1,760.0,0.0,760.0,cod,2016-07-01,2016,7,Soghaat,Valid,order_refunded,annulé,cod,0.008686,0.0,6.6,6.6
53,2016-07,211332,100147581,R-KHS-103986,1,260.0,0.0,600.0,cashatdoorstep,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,5.21,2.26
53,2016-07,211333,100147581,R-KHS-103986,1,260.0,0.0,600.0,cashatdoorstep,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,5.21,2.26
53,2016-07,211334,100147581,R-KHS-103986,1,80.0,0.0,600.0,cashatdoorstep,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.0,5.21,0.69
33,2016-07,211331,100147580,C-RWP-31520,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
33,2016-07,211336,100147583,C-RWP-31691,1,760.0,0.0,760.0,cod,2016-07-01,2016,7,Soghaat,Valid,order_refunded,annulé,cod,0.008686,0.0,6.6,6.6
43,2016-07,211335,100147582,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
43,2016-07,211337,100147584,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
33,2016-07,211338,100147585,C-RWP-31691,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
43,2016-07,211339,100147586,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
33,2016-07,211340,100147587,C-RWP-31691,1,320.0,0.0,320.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,2.78,2.78
43,2016-07,211341,100147588,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
56,2016-07,211342,100147589,C SKZ 103997,1,240.0,0.0,240.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,2.08,2.08
60,2016-07,211343,100147590,c-fsd-759,1,350.0,200.0,150.0,cod,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,1.74,1.3,3.04
61,2016-07,211344,100147591,C-MUX-R52221,1,16460.0,0.0,16460.0,cod,2016-07-01,2016,7,Mobiles & Tablets,Gross,canceled,annulé,cod,0.008686,0.0,142.97,142.97
63,2016-07,211345,100147592,7828,1,599.0,0.0,599.0,cod,2016-07-01,2016,7,Men's Fashion,Net,complete,finalisé,cod,0.008686,0.0,5.2,5.2
63,2016-07,211350,100147595,7828,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
43,2016-07,211349,100147594,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
60,2016-07,211352,100147597,c-fsd-759,1,265.0,149.3,155.0,cod,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,1.3,1.35,2.3
60,2016-07,211353,100147597,c-fsd-759,1,90.0,50.7,155.0,cod,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.44,1.35,0.78
43,2016-07,211351,100147596,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
43,2016-07,211354,100147598,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
63,2016-07,211355,100147599,7828,1,120.0,0.0,120.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,1.04,1.04
43,2016-07,211356,100147600,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
43,2016-07,211357,100147601,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
60,2016-07,211358,100147602,c-fsd-759,1,260.0,148.57,150.0,cod,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,1.29,1.3,2.26
60,2016-07,211359,100147602,c-fsd-759,1,90.0,51.43,150.0,cod,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.45,1.3,0.78
43,2016-07,211360,100147603,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
63,2016-07,211361,100147604,7828,1,250.0,0.0,250.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,2.17,2.17
43,2016-07,211362,100147605,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
64,2016-07,211363,100147606,C-HDD-44781,1,25999.0,0.0,25999.0,cod,2016-07-01,2016,7,Mobiles & Tablets,Net,complete,finalisé,cod,0.008686,0.0,225.83,225.83
43,2016-07,211364,100147607,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
66,2016-07,211368,100147609,R-RWP-103991,1,3900.0,0.0,3900.0,cod,2016-07-01,2016,7,Mobiles & Tablets,Valid,order_refunded,annulé,cod,0.008686,0.0,33.88,33.88
43,2016-07,211369,100147610,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
63,2016-07,211370,100147611,7828,1,3600.0,0.0,3600.0,cod,2016-07-01,2016,7,Appliances,Net,complete,finalisé,cod,0.008686,0.0,31.27,31.27
43,2016-07,211371,100147612,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
43,2016-07,211372,100147613,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
43,2016-07,211375,100147616,C-MUX-100079,1,360.0,0.0,360.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.0,3.13,3.13
60,2016-07,211376,100147617,c-fsd-759,1,150.0,81.52,168.0,cod,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.71,1.46,1.3
60,2016-07,211377,100147617,c-fsd-759,1,143.0,77.72,168.0,cod,2016-07-01,2016,7,Beauty & Grooming,Net,complete,finalisé,cod,0.008686,0.68,1.46,1.24
60,2016-07,211378,100147617,c-fsd-759,1,75.0,40.76,168.0,cod,2016-07-01,2016,7,Soghaat,Net,complete,finalisé,cod,0.008686,0.35,1.46,0.65
